Name,Ratings,Position,Version,PS,SKI,WF,WR,PAC,SHO,PAS,DRI,DEF,PHY,Body,Popularity,BS,IGS,Club,League,Country
David Croitoru,56,"CAM  CM,ST",Normal  Explosive,300,2,2,M \ L,77,48,51,56,30,44,"177cm | 5'10""  Lean (68kg)",0,306,1380,FC U Craiova 1948,Liga I (ROM 1),Romania
Marley Marshall-Miranda,56,CM  CDM,Normal  Controlled,250,2,3,M \ M,71,53,55,59,51,62,"175cm | 5'9""  Average (67kg)",0,351,1633,Colchester,EFL League Two (ENG 4),England
Liam Ravenhill,56,CDM,Normal  Controlled,200,2,4,M \ M,64,38,50,56,52,57,"174cm | 5'9""  Lean (71kg)",0,317,1499,Doncaster,EFL League Two (ENG 4),Northern Ireland
Mert-Yusuf Torlak,56,CAM  CF,Normal  Controlled,300,2,3,M \ M,59,49,54,63,32,40,"173cm | 5'8""  Average (67kg)",-1,297,1448,Alanyaspor,Süper Lig (TUR 1),Germany
Maximilian Pußwald,56,GK,Normal  Controlled,200,1,3,M \ M,55,57,56,60,18,54,"182cm | 6'0""  Lean (71kg)",0,300,627,TSV Hartberg,Ö Bundesliga (AUT 1),Austria
Jinliang Zhang,56,CB  LWB,Normal  Controlled,200,2,3,M \ M,54,25,36,45,58,60,"184cm | 6'0""  Lean (77kg)",0,278,1280,Guangzhou R&amp;F,Chinese FA Super L. (CHN 1),China PR
Yanis Maronne,56,GK,Normal  Controlled,200,1,2,M \ M,52,60,53,57,29,58,"183cm | 6'0""  Average (75kg)",0,309,643,Niort,Ligue 2 (FRA 2),France
Dino Salihovic,56,CM,Normal  Controlled,200,2,3,M \ M,67,40,53,58,49,61,"178cm | 5'10""  Average (71kg)",0,328,1517,IFK Norrköping,Allsvenskan (SWE 1),Sweden
Glan Martins,56,CDM  CM,Normal  Controlled,200,2,4,M \ M,69,48,54,56,49,67,"180cm | 5'11""  Average (70kg)",0,343,1541,FC Goa,Indian Super League (IND 1),India
Ahmed Al Ghamdi,56,"LM  RM,CM,LW",Normal  Controlled,200,2,4,M \ M,72,47,51,59,41,59,"178cm | 5'10""  Lean (69kg)",0,329,1483,Ettifaq FC,MBS Pro League (SAU 1),Saudi Arabia
Darragh Nugent,56,"CAM  CDM,CM",Normal  Controlled,200,2,3,M \ M,56,53,54,55,52,60,"183cm | 6'0""  Lean (72kg)",-1,330,1562,Drogheda United FC,SSE Airtricity League (IRL 1),Republic of Ireland
Vikram Singh,56,"RM  LM,RW,ST",Normal  Explosive,200,2,3,M \ M,79,51,47,58,24,47,"173cm | 5'8""  Lean (63kg)",-2,306,1405,Mumbai City FC,Indian Super League (IND 1),India
Mehtab Singh,56,CB  RB,Normal  Lengthy,200,2,3,M \ M,67,25,32,34,56,68,"180cm | 5'11""  Average (73kg)",1,282,1284,Mumbai City FC,Indian Super League (IND 1),India
Antonio Stan,56,"LM  LWB,RM,LW",Normal  Explosive,400,2,3,M \ M,72,52,51,57,32,47,"176cm | 5'9""  Lean (68kg)",0,311,1432,FC Voluntari,Liga I (ROM 1),Romania
Wout De Buyser,56,"LWB  CB,LB",Normal  Controlled,200,2,3,L \ M,67,25,44,49,56,59,"183cm | 6'0""  Lean (80kg)",0,300,1350,Zulte Waregem,1A Pro League (BEL 1),Belgium
Roshan Singh,56,"LB  RB,LWB",Normal  Controlled,200,2,4,H \ M,71,49,55,59,48,57,"172cm | 5'8""  Lean (68kg)",0,339,1582,Bengaluru FC,Indian Super League (IND 1),India
Rida Zouhir,56,CDM  CM,Normal  Controlled,200,2,5,M \ M,66,46,54,61,50,65,"178cm | 5'10""  Average (72kg)",1,342,1586,Impact Montréal,Major League Soccer,Morocco
Dae Woo Kim,56,CM,Normal  Controlled,200,2,3,M \ M,60,41,53,59,54,67,"179cm | 5'10""  Average (78kg)",0,334,1585,Gangwon FC,K League 1 (KOR 1),Korea Republic
Elias Kratzer,56,"RB  RWB,RM",Normal  Controlled,200,2,3,M \ L,62,36,43,48,54,52,"178cm | 5'10""  Average (66kg)",0,295,1354,Greuther Fürth,Bundesliga 2 (GER 2),Germany
Edison Azcona,56,"LM  CAM,LW",Normal  Controlled,200,3,3,M \ M,67,54,49,64,23,38,"168cm | 5'6""  Short & Lean (59kg)",0,295,1398,Inter Miami CF,Major League Soccer,Dominican Republic
Ian Fray,56,CB,Normal  Lengthy,300,2,2,H \ M,72,28,37,49,54,59,"183cm | 6'0""  Average (73kg)",-2,299,1310,Inter Miami CF,Major League Soccer,United States
Hunter Sulte,56,GK,Normal  Controlled,200,1,2,M \ M,59,57,56,59,22,47,"201cm | 6'7""  High & Average (88kg)",0,300,588,Portland Timbers,Major League Soccer,United States
Aurelian Păun,56,GK,Normal  Controlled,200,1,2,M \ M,58,52,56,58,28,56,"181cm | 5'11""  Average (75kg)",1,308,728,FC Univ. Cluj,Liga I (ROM 1),Romania
Herman Johansson,56,"ST  CF,RW",Normal  Lengthy,200,2,3,M \ M,55,53,43,55,28,68,"190cm | 6'3""  High & Average+ (82kg)",-1,302,1412,Mjällby AIF ,Allsvenskan (SWE 1),Sweden
Kyle Ferguson,56,CB,Normal  Lengthy,300,2,2,M \ H,53,29,40,45,54,68,"195cm | 6'5""  High & Average (80kg)",0,289,1291,Harrogate Town,EFL League Two (ENG 4),Scotland
Dylan Grimes,56,"LM  RM,CAM,LW",Normal  Controlled,200,3,3,H \ M,69,50,52,58,32,51,"177cm | 5'10""  Lean (74kg)",0,312,1453,Drogheda United FC,SSE Airtricity League (IRL 1),Republic of Ireland
Matt Hatch,56,"LB  LWB,LM",Normal  Controlled,350,2,3,H \ M,92,44,41,55,48,59,"180cm | 5'11""  Average (75kg)",3,339,1469,Perth Glory,A-League (AUS 1),Australia
Young Joon Lee,56,"ST  CAM,CF",Normal  Lengthy,200,2,3,H \ M,63,54,44,53,19,68,"190cm | 6'3""  High & Average (83kg)",0,301,1396,Suwon FC,K League 1 (KOR 1),Korea Republic
Nicky Hernandez,56,"CM  CDM,CAM",Normal  Controlled,400,4,4,M \ M,65,53,55,65,43,54,"178cm | 5'10""  Lean (78kg)",0,335,1567,FC Dallas,Major League Soccer,United States
Cody Mizell,56,GK,Normal  Controlled,200,1,2,M \ M,56,51,60,58,21,54,"185cm | 6'1""  High & Average (85kg)",0,300,771,New York City FC,Major League Soccer,United States
Kaveh Rad,56,CB,Normal  Controlled,300,2,3,M \ M,56,31,37,37,56,63,"185cm | 6'1""  High & Average+ (74kg)",0,280,1288,Sporting KC,Major League Soccer,United States
Cal Jennings,56,ST  CF,Normal  Controlled,200,2,2,H \ M,69,58,36,53,18,52,"180cm | 5'11""  Average (75kg)",2,286,1340,LAFC,Major League Soccer,United States
Freddie Draper,56,ST  CF,Normal  Lengthy,200,2,3,M \ M,66,56,37,51,24,62,"189cm | 6'2""  High & Stocky (78kg)",2,296,1362,Lincoln City,EFL League One (ENG 3),England
Brett Minnema,56,GK,Normal  Controlled,200,1,1,M \ M,58,55,55,61,19,52,"192cm | 6'4""  High & Average+ (80kg)",0,300,558,SC Cambuur,Eredivisie,Netherlands
Syver Aas,56,CM,Normal  Controlled,200,2,3,M \ M,68,46,55,60,47,58,"181cm | 5'11""  Average (74kg)",0,334,1551,Odds BK,Eliteserien (NOR 1),Norway
Mads Søndergaard,56,CM,Normal  Controlled,200,2,2,M \ M,65,45,56,60,44,45,"178cm | 5'10""  Average (65kg)",0,315,1490,Viborg FF,3F Superliga (DEN 1),Denmark
Anders Dahl,56,CM,Normal  Controlled,200,2,2,M \ M,65,39,53,58,50,50,"177cm | 5'10""  Lean (63kg)",0,315,1490,Silkeborg IF,3F Superliga (DEN 1),Denmark
Jordy Makengo,56,CB,Normal  Controlled,300,2,3,M \ M,72,20,35,41,56,63,"190cm | 6'3""  High & Average+ (76kg)",0,287,1279,SC Freiburg II,3. Liga (GER 3),France
Joe Grey,56,"LW  LM,ST",Normal  Explosive,900,2,3,H \ L,78,53,40,60,23,55,"176cm | 5'9""  Lean (73kg)",0,309,1423,Hartlepool United,EFL League Two (ENG 4),England
Arne Schulz,56,GK,Normal  Controlled,200,1,3,M \ M,51,54,55,62,26,52,"190cm | 6'3""  High & Average+ (80kg)",0,300,623,Bielefeld,Bundesliga 2 (GER 2),Germany
Lasse Schulz,56,GK,Normal  Controlled,350,1,3,M \ M,57,60,57,56,20,54,"198cm | 6'6""  High & Average+ (84kg)",0,304,562,Greuther Fürth,Bundesliga 2 (GER 2),Finland
Ihan Altuntas,56,"RB  RWB,CB",Normal  Controlled,200,2,3,M \ M,63,25,43,51,55,58,"182cm | 6'0""  Average (77kg)",0,295,1364,Viktoria Köln,3. Liga (GER 3),Germany
Théo De Percin,56,GK,Normal  Controlled,200,1,3,M \ M,61,55,56,58,22,55,"185cm | 6'1""  High & Average (81kg)",0,307,643,AJ Auxerre,Ligue 1,France
Gabriel Dănuleasă,56,CB,Normal  Lengthy,300,2,3,L \ H,62,24,36,37,55,66,"187cm | 6'2""  High & Average (83kg)",-1,280,1275,FC Farul Constanta,Liga I (ROM 1),Romania
Bassekou Diabaté,56,ST  CF,Normal  Controlled,200,2,2,M \ M,75,54,40,55,21,51,"184cm | 6'0""  Average (80kg)",0,296,1344,Lechia Gdańsk,Polski Ekstraklasa (POL 1),Mali
Ghjuvanni Quilichini,56,GK,Normal  Controlled,200,1,2,M \ M,54,52,58,63,25,59,"185cm | 6'1""  High & Average (79kg)",0,311,551,AC Ajaccio,Ligue 1,France
Eli Adams,56,CAM,Normal  Controlled,200,3,3,H \ L,70,40,49,67,32,54,"180cm | 5'11""  Lean (70kg)",0,312,1450,Melb. Victory,A-League (AUS 1),Australia
Alessandro Lopane,56,"LM  CAM,ST,LW",Normal  Controlled,200,2,1,H \ L,76,41,46,62,30,56,"170cm | 5'7""  Short & Lean- (75kg)",0,311,1432,WS Wanderers,A-League (AUS 1),Australia
Nathanaël Saintini,56,CB,Normal  Controlled,200,2,2,M \ H,60,27,39,38,54,68,"188cm | 6'2""  High & Average (85kg)",0,286,1315,FC Sion,Raiffeisen Super L. (SUI 1),France
Reagan Singh,56,RB  RWB,Normal  Controlled,200,2,3,M \ M,68,26,39,47,52,66,"170cm | 5'7""  Short & Lean- (68kg)",0,298,1360,Hyderabad FC,Indian Super League (IND 1),India
Evan Osam,56,LB  LWB,Normal  Controlled,200,2,2,M \ M,62,36,47,52,51,66,"178cm | 5'10""  Lean (70kg)",0,314,1431,UCD,SSE Airtricity League (IRL 1),Republic of Ireland
Yunzi Duan,56,ST  CF,Normal  Controlled,200,2,4,M \ M,73,57,44,52,23,55,"180cm | 5'11""  Average (70kg)",0,304,1425,Wuhan Three Towns,Chinese FA Super L. (CHN 1),China PR
Josh Kerr,56,CB  RB,Normal  Controlled,200,2,3,M \ H,46,31,40,53,58,55,"178cm | 5'10""  Average (70kg)",0,283,1356,Bohemian FC,SSE Airtricity League (IRL 1),Scotland
Wei Cui,56,CDM  CM,Normal  Controlled,200,2,3,M \ M,74,52,56,57,51,63,"178cm | 5'10""  Lean (59kg)",0,353,1616,Meizhou Hakka,Chinese FA Super L. (CHN 1),China PR
Oscar Jonsson,56,GK,Normal  Controlled,200,1,2,M \ M,57,53,54,59,46,52,"186cm | 6'1""  High & Average (79kg)",0,321,800,GIF Sundsvall,Allsvenskan (SWE 1),Sweden
Yan Zhang,56,GK,Normal  Controlled,200,1,2,M \ M,59,53,52,58,32,54,"184cm | 6'0""  Average (78kg)",0,308,764,Rongcheng FC,Chinese FA Super L. (CHN 1),China PR
Darragh Noone,56,CM  CAM,Normal  Controlled,200,2,3,M \ M,54,48,54,57,47,54,"185cm | 6'1""  High & Average+ (78kg)",-1,314,1478,Drogheda United FC,SSE Airtricity League (IRL 1),Republic of Ireland
Yang Wang,56,CB,Normal  Controlled,200,2,3,L \ M,64,33,45,47,56,58,"187cm | 6'2""  High & Average+ (70kg)",0,303,1394,Zhejiang Pro,Chinese FA Super L. (CHN 1),China PR
Ben House,56,ST  CF,Normal  Controlled,200,2,3,M \ M,63,56,43,55,21,55,"183cm | 6'0""  Average (74kg)",2,293,1394,Lincoln City,EFL League One (ENG 3),Scotland
Dylan Duncan,56,CM  CAM,Normal  Controlled,300,3,3,M \ M,71,48,58,60,48,51,"173cm | 5'8""  Lean (75kg)",0,336,1573,Finn Harps,SSE Airtricity League (IRL 1),England
Quanjiang Chen,56,RB  RWB,Normal  Explosive,200,2,3,M \ M,81,25,39,51,53,50,"175cm | 5'9""  Lean (63kg)",1,299,1375,Guangzhou,Chinese FA Super L. (CHN 1),China PR
Gabriel Isaac Cleur,56,RB  RWB,Normal  Controlled,200,2,2,M \ M,68,31,34,50,56,52,"181cm | 5'11""  Lean (70kg)",1,291,1336,WS Wanderers,A-League (AUS 1),Australia
John Ross Wilson,56,RWB  RB,Normal  Controlled,200,2,2,M \ M,55,41,51,53,54,60,"182cm | 6'0""  Lean (76kg)",1,314,1482,Shelbourne,SSE Airtricity League (IRL 1),Republic of Ireland
Yahya Sunbul,56,"LW  LM,RW",Normal  Controlled,200,2,3,M \ L,74,48,51,60,34,38,"175cm | 5'9""  Lean (72kg)",0,305,1399,Al Raed,MBS Pro League (SAU 1),Saudi Arabia
Runar Hauge,56,"LW  LM,RW",Normal  Explosive,400,3,2,M \ M,75,50,51,59,48,56,"175cm | 5'9""  Lean (70kg)",0,339,1542,Dundalk,SSE Airtricity League (IRL 1),Norway
Yue Liu,56,"LM  CM,LW",Normal  Explosive,200,2,3,M \ M,73,50,49,55,31,46,"174cm | 5'9""  Average (66kg)",1,304,1430,Shenzhen Kaisa,Chinese FA Super L. (CHN 1),China PR
Lukas Jensen,56,GK,Normal  Controlled,350,1,3,M \ M,56,54,50,57,24,52,"198cm | 6'6""  High & Average (90kg)",0,293,610,Accrington,EFL League One (ENG 3),Denmark
Haoyang Xu,56,"LM  LWB,LW",Normal  Controlled,200,2,3,M \ L,72,47,52,55,49,52,"180cm | 5'11""  Lean (66kg)",0,327,1563,Wuhan Three Towns,Chinese FA Super L. (CHN 1),China PR
Ilan Sauter,56,CB  LB,Normal  Controlled,350,2,5,M \ H,76,38,46,49,54,67,"183cm | 6'0""  Average (79kg)",0,330,1477,FC Zürich,Raiffeisen Super L. (SUI 1),Switzerland
Yahya Al Qarni,56,CDM,Normal  Controlled,200,3,4,M \ M,62,39,54,53,53,49,"167cm | 5'6""  Short & Lean- (57kg)",0,310,1488,Al Batin,MBS Pro League (SAU 1),Saudi Arabia
Duncan Idehen,56,CB,Normal  Controlled,200,2,2,M \ M,70,24,32,40,56,65,"187cm | 6'2""  High & Average+ (77kg)",0,287,1294,Carlisle United,EFL League Two (ENG 4),England
Frank Stople,56,GK,Normal  Controlled,200,1,2,M \ M,57,57,55,59,28,55,"186cm | 6'1""  High & Average+ (75kg)",0,311,586,FK Haugesund,Eliteserien (NOR 1),Norway
Calin Popescu,56,"RW  RM,LW",Normal  Controlled,200,2,2,M \ M,73,47,52,59,40,56,"171cm | 5'7""  Average (63kg)",0,327,1522,FC Hermannstadt,Liga I (ROM 1),Romania
Mohammed Al Moqahwi,56,GK,Normal  Controlled,200,1,3,M \ M,57,53,53,58,39,54,"179cm | 5'10""  Average (70kg)",0,314,694,Al Adalah,MBS Pro League (SAU 1),Saudi Arabia
Jeppe Pedersen,56,CM,Normal  Controlled,200,2,3,H \ M,67,46,55,59,44,53,"181cm | 5'11""  Average (72kg)",0,324,1525,Aalborg BK,3F Superliga (DEN 1),Denmark
Aboubacar Lô,56,CB  RB,Normal  Controlled,200,2,2,M \ M,54,32,33,36,59,53,"183cm | 6'0""  Lean (76kg)",0,267,1290,FC Metz,Ligue 2 (FRA 2),Senegal
Ali Al Salem,56,LB  LWB,Normal  Controlled,200,2,3,M \ M,69,24,48,52,51,58,"181cm | 5'11""  Average (79kg)",0,302,1374,Al Adalah,MBS Pro League (SAU 1),Saudi Arabia
Harvey Cartwright,56,GK,Normal  Controlled,200,1,3,M \ M,56,58,53,58,25,52,"191cm | 6'3""  High & Average+ (82kg)",0,302,596,Peterborough,EFL League One (ENG 3),England
Marcus Andersen,56,GK,Normal  Controlled,200,1,3,M \ M,56,54,56,56,20,54,"185cm | 6'1""  High & Average+ (75kg)",0,296,597,FK Bodø/Glimt,Eliteserien (NOR 1),Norway
Eui Bin Kang,56,CB,Normal  Lengthy,200,2,3,M \ M,61,25,29,39,56,69,"189cm | 6'2""  High & Average+ (86kg)",0,279,1243,Seongnam FC,K League 1 (KOR 1),Korea Republic
Manny Adebowale,56,CB  RB,Normal  Controlled,200,2,2,M \ L,53,22,35,37,55,64,"196cm | 6'5""  High & Average (85kg)",1,266,1158,Crawley Town,EFL League Two (ENG 4),England
Leon King,56,CB,Normal  Lengthy,200,2,3,M \ M,58,27,36,40,55,66,"185cm | 6'1""  High & Average (75kg)",3,282,1282,Rangers,Scottish Premiership (SPFL),Scotland
Kajetan Szmyt,56,"LM  RM,LW",Normal  Controlled,200,2,2,M \ L,69,42,53,58,30,39,"171cm | 5'7""  Lean (68kg)",1,291,1382,Warta Poznań,Polski Ekstraklasa (POL 1),Poland
Will Swan,56,ST  CF,Normal  Controlled,200,2,2,H \ L,70,56,38,56,18,54,"182cm | 6'0""  Lean (75kg)",0,292,1351,Mansfield Town,EFL League Two (ENG 4),England
Vlad Mitrea,56,"CM  CAM,LW",Normal  Controlled,200,2,3,H \ M,65,51,47,52,48,65,"182cm | 6'0""  Lean (74kg)",0,328,1510,CS Mioveni,Liga I (ROM 1),Romania
Mateusz Dudek,56,GK,Normal  Controlled,200,1,2,M \ M,55,57,60,58,20,57,"186cm | 6'1""  High & Average+ (78kg)",1,307,628,PGE Stal Mielec,Polski Ekstraklasa (POL 1),Poland
Mateusz Lewandowski,56,ST  CF,Normal  Controlled,200,2,2,M \ M,67,55,42,55,20,62,"187cm | 6'2""  High & Average (83kg)",1,301,1367,Wisła Płock,Polski Ekstraklasa (POL 1),Poland
Lleyton Brooks,56,"RM  LM,RW",Normal  Explosive,200,2,3,H \ M,78,47,47,59,27,43,"179cm | 5'10""  Lean (67kg)",0,301,1370,Melb. Victory,A-League (AUS 1),Australia
Yusuf Erdogan,56,CDM,Normal  Controlled,200,2,3,H \ H,65,51,56,55,53,53,"175cm | 5'9""  Lean (71kg)",-1,333,1619,Karagümrük SK,Süper Lig (TUR 1),Turkey
Kilian Bauernfeind,56,CM,Normal  Controlled,300,2,3,M \ M,68,49,58,59,39,61,"193cm | 6'4""  High & Average+ (79kg)",0,334,1540,WSG Tirol,Ö Bundesliga (AUT 1),Austria
Ethan Brierley,56,CM,Normal  Controlled,250,2,2,M \ M,71,46,54,57,52,56,"173cm | 5'8""  Lean (71kg)",0,336,1589,Rochdale,EFL League Two (ENG 4),England
Samson Tovide,56,"ST  RM,CF",Normal  Controlled,200,2,2,H \ M,79,55,44,59,33,70,"188cm | 6'2""  High & Average (78kg)",0,340,1551,Colchester,EFL League Two (ENG 4),England
Carmine Chiappetta,56,LM  LW,Normal  Controlled,700,2,3,M \ M,68,52,48,58,17,49,"175cm | 5'9""  Average (71kg)",0,292,1358,FC Winterthur,Raiffeisen Super L. (SUI 1),Switzerland
Hazzaa Al Ghamdi,56,"LM  CAM,LW",Normal  Controlled,200,2,4,M \ M,68,51,51,58,26,51,"178cm | 5'10""  Average (67kg)",0,305,1379,Al-Wehda FC,MBS Pro League (SAU 1),Saudi Arabia
Al-Amin Kazeem,56,LB  LWB,Normal  Controlled,200,2,2,M \ M,72,37,45,51,50,62,"180cm | 5'11""  Lean (66kg)",-1,317,1443,Colchester,EFL League Two (ENG 4),England
Sabelo Radebe,56,CM  CAM,Normal  Controlled,200,2,3,M \ M,67,55,56,60,46,47,"167cm | 5'6""  Short & Lean (58kg)",0,331,1557,Kaizer Chiefs,South African FL (RSA 1),South Africa
Sang Hoon Paik,56,CM,Normal  Controlled,200,3,3,M \ M,60,44,56,57,44,48,"173cm | 5'8""  Average (70kg)",-1,309,1480,FC Seoul,K League 1 (KOR 1),Korea Republic
Sulaiman Hazazi,56,LB  LWB,Normal  Lengthy,200,2,3,H \ M,84,31,44,50,48,68,"178cm | 5'10""  Average (72kg)",1,325,1401,Al Taawoun,MBS Pro League (SAU 1),Saudi Arabia
Gi Hyeok Lee,56,"RM  RWB,CM,RW",Normal  Lengthy,250,3,3,H \ M,65,42,50,54,46,67,"184cm | 6'0""  Average (76kg)",0,324,1453,Suwon FC,K League 1 (KOR 1),Korea Republic
Baïla Diallo,56,"LB  LWB,LM",Normal  Controlled,200,2,2,H \ M,73,34,49,55,52,37,"176cm | 5'9""  Average (70kg)",0,300,1378,Clermont,Ligue 1,France
Lucas Bergström,56,GK,Normal  Controlled,300,1,2,M \ M,57,56,58,57,23,54,"200cm | 6'7""  High & Average+ (84kg)",3,305,623,Peterborough,EFL League One (ENG 3),Finland
Adisu Bayew,56,LM  LW,Normal  Explosive,200,2,3,H \ L,86,53,44,62,26,43,"175cm | 5'9""  Lean (67kg)",2,314,1374,Western United,A-League (AUS 1),Australia
Cristian Ignat,56,CB  CDM,Normal  Controlled,300,2,3,M \ M,77,31,37,39,56,66,"186cm | 6'1""  High & Average+ (80kg)",0,306,1355,FC Rapid,Liga I (ROM 1),Moldova
Ben Hockenhull,56,CB,Normal  Controlled,250,2,3,M \ M,63,27,41,44,58,57,"186cm | 6'1""  High & Average (77kg)",0,290,1294,Tranmere Rovers,EFL League Two (ENG 4),England
Maksym Kucheriavyi,56,"RW  RM,CAM,LW",Normal  Explosive,200,2,3,H \ M,73,51,53,58,33,42,"165cm | 5'5""  Short & Lean (77kg)",2,310,1508,St. Johnstone,Scottish Premiership (SPFL),Ukraine
Samy Faraj,56,CM,Normal  Controlled,250,2,3,M \ M,69,46,56,60,42,48,"178cm | 5'10""  Lean (64kg)",0,321,1507,FCSM,Ligue 2 (FRA 2),Algeria
Caleb Taylor,56,CB,Normal  Controlled,200,2,3,L \ M,57,26,37,34,56,60,"192cm | 6'4""  High & Average (82kg)",0,270,1248,Cheltenham Town,EFL League One (ENG 3),England
Patrick Sutter,56,RB  RWB,Normal  Controlled,200,2,2,M \ M,65,53,51,57,53,48,"172cm | 5'8""  Average (72kg)",2,327,1516,FC St. Gallen,Raiffeisen Super L. (SUI 1),Switzerland
Dylan Barkers,56,CDM,Normal  Lengthy,350,2,3,M \ M,61,38,49,50,52,67,"193cm | 6'4""  High & Average (86kg)",0,317,1403,Cheltenham Town,EFL League One (ENG 3),Netherlands
Milan Robberechts,56,"CM  CDM,CAM",Normal  Controlled,200,2,3,M \ M,65,49,58,60,46,49,"177cm | 5'10""  Lean (70kg)",2,327,1516,KV Mechelen,1A Pro League (BEL 1),Belgium
Mohamed Koné,56,GK,Normal  Controlled,200,1,3,M \ M,56,53,54,58,21,54,"186cm | 6'1""  High & Average (78kg)",0,296,556,Havre AC,Ligue 2 (FRA 2),Côte d'Ivoire
Louis Zabala,56,CM  RB,Normal  Lengthy,200,2,1,H \ L,64,47,54,59,42,70,"175cm | 5'9""  Average (75kg)",0,336,1543,Brisbane Roar,A-League (AUS 1),Australia
Jakub Nowakowski,56,CM,Normal  Controlled,300,2,3,M \ M,64,44,54,56,48,55,"176cm | 5'9""  Average (69kg)",0,321,1511,Radomiak Radom,Polski Ekstraklasa (POL 1),Poland
Santiago Visentin,56,CB,Normal  Controlled,200,2,2,L \ M,55,25,29,31,57,66,"187cm | 6'2""  High & Average (80kg)",0,263,1229,Cittadella,Italy Serie B (2),Argentina
Nigel van Haveren,56,GK,Normal  Controlled,200,1,3,M \ M,58,56,53,53,29,57,"190cm | 6'3""  High & Average (80kg)",-2,306,591,Vitesse,Eredivisie,Netherlands
Isak Kjelsrud Vik,56,CB,Normal  Controlled,1.5K,2,2,M \ M,62,29,45,42,56,57,"188cm | 6'2""  High & Average+ (80kg)",2,291,1342,Tromsø IL,Eliteserien (NOR 1),Norway
Kieran Lloyd,56,RWB  RB,Normal  Controlled,200,2,3,H \ M,70,29,45,53,51,53,"170cm | 5'7""  Short & Lean (70kg)",1,301,1374,Wigan Athletic,EFL Championship (ENG 2),England
Amadou Camara,56,ST  CF,Normal  Lengthy,200,2,3,M \ M,75,55,42,53,20,60,"187cm | 6'2""  High & Average+ (80kg)",0,305,1368,Sarpsborg 08,Eliteserien (NOR 1),Mali
Abdullah Matuq,56,"RW  RM,CF,ST",Normal  Controlled,300,2,3,M \ L,83,51,46,56,23,59,"175cm | 5'9""  Average (70kg)",1,318,1358,Al Shabab,MBS Pro League (SAU 1),Saudi Arabia
Hira Mondal,56,"LB  RB,LWB",Normal  Controlled,200,2,4,H \ M,69,36,41,46,52,71,"167cm | 5'6""  Short & Lean- (65kg)",0,315,1446,Bengaluru FC,Indian Super League (IND 1),India
Abdulmalek Al Ayeri,56,CDM  CM,Normal  Controlled,200,2,3,M \ M,81,36,51,58,52,63,"175cm | 5'9""  Average (70kg)",1,341,1539,Al Taawoun,MBS Pro League (SAU 1),Saudi Arabia
Dale Taylor,56,ST  CF,Normal  Controlled,450,2,2,H \ L,68,55,45,58,19,53,"180cm | 5'11""  Average (74kg)",2,298,1380,Nott'm Forest,Premier League,Northern Ireland
Adam Ingi Benediktsson,56,GK,Normal  Controlled,200,1,3,M \ M,56,53,52,59,37,55,"196cm | 6'5""  High & Average+ (89kg)",2,312,632,IFK Göteborg,Allsvenskan (SWE 1),Iceland
Otto Rosengren,56,CM,Normal  Controlled,1.5K,2,3,M \ M,64,45,58,59,48,48,"175cm | 5'9""  Lean (70kg)",-1,322,1547,Mjällby AIF ,Allsvenskan (SWE 1),Sweden
Teodor Stenshagen,56,CB,Normal  Lengthy,200,2,2,M \ M,61,31,42,42,56,65,"186cm | 6'1""  High & Average (80kg)",0,297,1355,GIF Sundsvall,Allsvenskan (SWE 1),Sweden
Jakob Kindberg,56,GK,Normal  Controlled,200,1,1,M \ M,53,55,61,60,27,56,"184cm | 6'0""  Average (80kg)",1,312,679,Kalmar FF,Allsvenskan (SWE 1),Sweden
Vincent Schwab,56,CB,Normal  Controlled,300,2,2,M \ M,52,29,37,35,56,60,"191cm | 6'3""  High & Average+ (73kg)",0,269,1256,SV Sandhausen,Bundesliga 2 (GER 2),Germany
Shin Jin Kim,56,ST  CF,Normal  Lengthy,200,2,4,H \ L,62,54,41,51,21,66,"186cm | 6'1""  High & Average (80kg)",0,295,1379,FC Seoul,K League 1 (KOR 1),Korea Republic
Jacob Wakeling,56,"ST  CF,LW",Normal  Controlled,200,2,2,M \ M,65,56,47,57,20,58,"178cm | 5'10""  Average (76kg)",1,303,1438,Swindon Town,EFL League Two (ENG 4),England
Julian Bauer,56,GK,Normal  Controlled,200,1,3,M \ M,58,56,51,59,27,53,"190cm | 6'3""  High & Average (84kg)",1,304,570,Saarbrücken,3. Liga (GER 3),Germany
Patrick Schulte,56,GK,Normal  Controlled,200,1,2,M \ M,54,54,53,54,16,59,"193cm | 6'4""  High & Average+ (79kg)",-1,290,581,Columbus Crew SC,Major League Soccer,United States
Sean Zawadzki,56,CDM,Normal  Controlled,200,2,3,H \ H,72,45,46,51,54,65,"175cm | 5'9""  Average (72kg)",-1,333,1490,Columbus Crew SC,Major League Soccer,United States
Will Sands,56,LB  LWB,Normal  Controlled,250,2,3,H \ M,68,48,49,54,53,48,"178cm | 5'10""  Lean (74kg)",-1,320,1461,Columbus Crew SC,Major League Soccer,United States
Filip Mihaljevic,56,ST  CF,Normal  Controlled,200,2,3,H \ H,60,58,39,56,21,66,"179cm | 5'10""  Average (76kg)",0,300,1385,Finn Harps,SSE Airtricity League (IRL 1),Croatia
Victor Bezerra,56,"ST  CF,LW",Normal  Controlled,200,3,4,H \ M,63,59,40,52,18,54,"183cm | 6'0""  Lean (79kg)",0,286,1353,Chicago Fire,Major League Soccer,United States
